,regimen,regimen_abbrev,regimen_name,regimen_name_formatted,van_deun_core_drug,van_deun_companion_drugs,van_deun,resistance_prevention,mechanism_of_action,route_of_administration,route_of_administration_hospitalized,cost,toxicity,qt_prolongation,high_bactericidal_activity_early,high_bactericidal_activity,high_sterilizing_activity,efficacy,bactericidal_activity_early,bactericidal_activity,sterilizing_activity,synergism,antagonism,contraindications,same_drug_class,first_line,clinical_evidence
5146,"(3, 7, 11, 15)","MERO, AMI, STREP, PTH","['Meropenem', 'Amikacin', 'Streptomycin', 'Prothionamide']","['meropenem', 'amikacin', 'streptomycin', 'prothionamide']",False,False,False,11,False,False,True,420.03,10.75,False,False,False,True,False,8,9,10,0,0,0,1,0,9
5147,"(3, 7, 11, 16)","MERO, AMI, STREP, RIF","['Meropenem', 'Amikacin', 'Streptomycin', 'Rifampicin']","['meropenem', 'amikacin', 'streptomycin', 'rifampicin']",True,False,False,12,False,False,True,416.33,8.75,False,False,True,True,False,8,10,13,0,0,0,1,1,10
5148,"(3, 7, 11, 17)","MERO, AMI, STREP, RIF HD","['Meropenem', 'Amikacin', 'Streptomycin', 'Rifampicin High Dose']","['meropenem', 'amikacin', 'streptomycin', 'rifampicin_high_dose']",False,False,False,12,False,False,True,439.21,8.75,False,False,False,True,False,8,8,13,0,0,0,1,1,7
5149,"(3, 7, 11, 18)","MERO, AMI, STREP, RBT","['Meropenem', 'Amikacin', 'Streptomycin', 'Rifabutin']","['meropenem', 'amikacin', 'streptomycin', 'rifabutin']",False,False,False,12,False,False,True,458.68,9.25,False,False,False,True,False,7,9,12,0,0,0,1,1,8
5150,"(3, 7, 11, 19)","MERO, AMI, STREP, DLM","['Meropenem', 'Amikacin', 'Streptomycin', 'Delamanid']","['meropenem', 'amikacin', 'streptomycin', 'delamanid']",False,False,False,11,False,False,True,709.71,8.75,False,False,False,True,False,7,8,11,0,0,0,1,0,7
5151,"(3, 7, 11, 20)","MERO, AMI, STREP, INH","['Meropenem', 'Amikacin', 'Streptomycin', 'Isoniazid']","['meropenem', 'amikacin', 'streptomycin', 'isoniazid']",False,False,False,12,False,False,True,401.69,8.75,False,True,True,True,True,10,10,11,0,0,0,1,1,10
5152,"(3, 7, 11, 21)","MERO, AMI, STREP, INH HD","['Meropenem', 'Amikacin', 'Streptomycin', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'streptomycin', 'isoniazid_high_dose']",False,False,False,12,False,False,True,402.31,9.0,False,True,True,True,True,9,10,11,0,0,0,1,1,8
5153,"(3, 7, 11, 22)","MERO, AMI, STREP, PZA","['Meropenem', 'Amikacin', 'Streptomycin', 'Pyrazinamide']","['meropenem', 'amikacin', 'streptomycin', 'pyrazinamide']",False,False,False,10,False,False,True,403.08,8.75,False,False,False,True,False,6,9,12,0,0,0,1,1,10
5155,"(3, 7, 12, 13)","MERO, AMI, EMB, PAS","['Meropenem', 'Amikacin', 'Ethambutol', 'Para-aminosalicylic acid']","['meropenem', 'amikacin', 'ethambutol', 'para_aminosalicylic_acid']",False,False,False,10,True,False,True,505.75,8.75,False,False,False,True,False,8,9,10,0,0,0,0,1,10
5156,"(3, 7, 12, 14)","MERO, AMI, EMB, ETH","['Meropenem', 'Amikacin', 'Ethambutol', 'Ethionamide']","['meropenem', 'amikacin', 'ethambutol', 'ethionamide']",False,False,False,10,False,False,True,395.55,8.75,False,False,False,True,False,8,10,9,0,0,0,0,1,11
5157,"(3, 7, 12, 15)","MERO, AMI, EMB, PTH","['Meropenem', 'Amikacin', 'Ethambutol', 'Prothionamide']","['meropenem', 'amikacin', 'ethambutol', 'prothionamide']",False,False,False,10,False,False,True,402.7,8.75,False,False,False,True,False,8,10,9,0,0,0,0,1,11
5158,"(3, 7, 12, 16)","MERO, AMI, EMB, RIF","['Meropenem', 'Amikacin', 'Ethambutol', 'Rifampicin']","['meropenem', 'amikacin', 'ethambutol', 'rifampicin']",True,False,False,11,True,False,True,399.0,6.75,False,False,True,True,False,8,11,12,0,0,0,0,2,12
5159,"(3, 7, 12, 17)","MERO, AMI, EMB, RIF HD","['Meropenem', 'Amikacin', 'Ethambutol', 'Rifampicin High Dose']","['meropenem', 'amikacin', 'ethambutol', 'rifampicin_high_dose']",False,False,False,11,True,False,True,421.88,6.75,False,False,False,True,False,8,9,12,0,0,0,0,2,9
5160,"(3, 7, 12, 18)","MERO, AMI, EMB, RBT","['Meropenem', 'Amikacin', 'Ethambutol', 'Rifabutin']","['meropenem', 'amikacin', 'ethambutol', 'rifabutin']",False,False,False,11,True,False,True,441.35,7.25,False,False,False,True,False,7,10,11,0,0,0,0,2,10
5161,"(3, 7, 12, 19)","MERO, AMI, EMB, DLM","['Meropenem', 'Amikacin', 'Ethambutol', 'Delamanid']","['meropenem', 'amikacin', 'ethambutol', 'delamanid']",False,False,False,10,True,False,True,692.38,6.75,False,False,False,True,False,7,9,10,0,0,0,0,1,9
5162,"(3, 7, 12, 20)","MERO, AMI, EMB, INH","['Meropenem', 'Amikacin', 'Ethambutol', 'Isoniazid']","['meropenem', 'amikacin', 'ethambutol', 'isoniazid']",False,False,False,11,True,False,True,384.36,6.75,False,True,True,True,True,10,11,10,0,0,0,0,2,12
5163,"(3, 7, 12, 21)","MERO, AMI, EMB, INH HD","['Meropenem', 'Amikacin', 'Ethambutol', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'ethambutol', 'isoniazid_high_dose']",False,False,False,11,True,False,True,384.98,7.0,False,True,True,True,True,9,11,10,0,0,0,0,2,10
5164,"(3, 7, 12, 22)","MERO, AMI, EMB, PZA","['Meropenem', 'Amikacin', 'Ethambutol', 'Pyrazinamide']","['meropenem', 'amikacin', 'ethambutol', 'pyrazinamide']",False,False,False,9,True,False,True,385.75,6.75,False,False,False,True,False,6,10,11,0,0,0,0,2,12
5166,"(3, 7, 13, 14)","MERO, AMI, PAS, ETH","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Ethionamide']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'ethionamide']",False,False,False,10,True,False,True,515.36,10.75,False,False,False,True,False,9,9,11,0,0,0,0,0,9
5167,"(3, 7, 13, 15)","MERO, AMI, PAS, PTH","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Prothionamide']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'prothionamide']",False,False,False,10,True,False,True,522.51,10.75,False,False,False,True,False,9,9,11,0,0,0,0,0,9
5168,"(3, 7, 13, 16)","MERO, AMI, PAS, RIF","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Rifampicin']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'rifampicin']",True,False,False,11,True,False,True,518.81,8.75,False,False,True,True,False,9,10,14,0,0,0,0,1,10
5169,"(3, 7, 13, 17)","MERO, AMI, PAS, RIF HD","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Rifampicin High Dose']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'rifampicin_high_dose']",False,False,False,11,True,False,True,541.69,8.75,False,False,False,True,False,9,8,14,0,0,0,0,1,7
5170,"(3, 7, 13, 18)","MERO, AMI, PAS, RBT","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Rifabutin']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'rifabutin']",False,False,False,11,True,False,True,561.16,9.25,False,False,False,True,False,8,9,13,0,0,0,0,1,8
5171,"(3, 7, 13, 19)","MERO, AMI, PAS, DLM","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Delamanid']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'delamanid']",False,False,False,10,True,False,True,812.19,8.75,False,False,False,True,False,8,8,12,0,0,0,0,0,7
5172,"(3, 7, 13, 20)","MERO, AMI, PAS, INH","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Isoniazid']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'isoniazid']",False,False,False,11,True,False,True,504.17,8.75,False,True,True,True,True,11,10,12,0,0,0,0,1,10
5173,"(3, 7, 13, 21)","MERO, AMI, PAS, INH HD","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'isoniazid_high_dose']",False,False,False,11,True,False,True,504.79,9.0,False,True,True,True,True,10,10,12,0,0,0,0,1,8
5174,"(3, 7, 13, 22)","MERO, AMI, PAS, PZA","['Meropenem', 'Amikacin', 'Para-aminosalicylic acid', 'Pyrazinamide']","['meropenem', 'amikacin', 'para_aminosalicylic_acid', 'pyrazinamide']",False,False,False,9,True,False,True,505.56,8.75,False,False,False,True,False,7,9,13,0,0,0,0,1,10
5176,"(3, 7, 14, 15)","MERO, AMI, ETH, PTH","['Meropenem', 'Amikacin', 'Ethionamide', 'Prothionamide']","['meropenem', 'amikacin', 'ethionamide', 'prothionamide']",False,False,False,10,False,False,True,412.31,10.75,False,False,False,True,False,9,10,10,0,0,0,0,0,10
5177,"(3, 7, 14, 16)","MERO, AMI, ETH, RIF","['Meropenem', 'Amikacin', 'Ethionamide', 'Rifampicin']","['meropenem', 'amikacin', 'ethionamide', 'rifampicin']",True,False,False,11,True,False,True,408.61,8.75,False,False,True,True,False,9,11,13,0,0,0,0,1,11
5178,"(3, 7, 14, 17)","MERO, AMI, ETH, RIF HD","['Meropenem', 'Amikacin', 'Ethionamide', 'Rifampicin High Dose']","['meropenem', 'amikacin', 'ethionamide', 'rifampicin_high_dose']",False,False,False,11,True,False,True,431.49,8.75,False,False,False,True,False,9,9,13,0,0,0,0,1,8
5179,"(3, 7, 14, 18)","MERO, AMI, ETH, RBT","['Meropenem', 'Amikacin', 'Ethionamide', 'Rifabutin']","['meropenem', 'amikacin', 'ethionamide', 'rifabutin']",False,False,False,11,True,False,True,450.96000000000004,9.25,False,False,False,True,False,8,10,12,0,0,0,0,1,9
5180,"(3, 7, 14, 19)","MERO, AMI, ETH, DLM","['Meropenem', 'Amikacin', 'Ethionamide', 'Delamanid']","['meropenem', 'amikacin', 'ethionamide', 'delamanid']",False,False,False,10,True,False,True,701.99,8.75,False,False,False,True,False,8,9,11,0,0,0,0,0,8
5181,"(3, 7, 14, 20)","MERO, AMI, ETH, INH","['Meropenem', 'Amikacin', 'Ethionamide', 'Isoniazid']","['meropenem', 'amikacin', 'ethionamide', 'isoniazid']",False,False,False,11,True,False,True,393.97,8.75,False,True,True,True,True,11,11,11,0,0,0,0,1,11
5182,"(3, 7, 14, 21)","MERO, AMI, ETH, INH HD","['Meropenem', 'Amikacin', 'Ethionamide', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'ethionamide', 'isoniazid_high_dose']",False,False,False,11,True,False,True,394.59000000000003,9.0,False,True,True,True,True,10,11,11,0,0,0,0,1,9
5183,"(3, 7, 14, 22)","MERO, AMI, ETH, PZA","['Meropenem', 'Amikacin', 'Ethionamide', 'Pyrazinamide']","['meropenem', 'amikacin', 'ethionamide', 'pyrazinamide']",False,False,False,9,True,False,True,395.36,8.75,False,False,False,True,False,7,10,12,0,0,0,0,1,11
5185,"(3, 7, 15, 16)","MERO, AMI, PTH, RIF","['Meropenem', 'Amikacin', 'Prothionamide', 'Rifampicin']","['meropenem', 'amikacin', 'prothionamide', 'rifampicin']",True,False,False,11,True,False,True,415.76,8.75,False,False,True,True,False,9,11,13,0,0,0,0,1,11
5186,"(3, 7, 15, 17)","MERO, AMI, PTH, RIF HD","['Meropenem', 'Amikacin', 'Prothionamide', 'Rifampicin High Dose']","['meropenem', 'amikacin', 'prothionamide', 'rifampicin_high_dose']",False,False,False,11,True,False,True,438.64,8.75,False,False,False,True,False,9,9,13,0,0,0,0,1,8
5187,"(3, 7, 15, 18)","MERO, AMI, PTH, RBT","['Meropenem', 'Amikacin', 'Prothionamide', 'Rifabutin']","['meropenem', 'amikacin', 'prothionamide', 'rifabutin']",False,False,False,11,True,False,True,458.11,9.25,False,False,False,True,False,8,10,12,0,0,0,0,1,9
5188,"(3, 7, 15, 19)","MERO, AMI, PTH, DLM","['Meropenem', 'Amikacin', 'Prothionamide', 'Delamanid']","['meropenem', 'amikacin', 'prothionamide', 'delamanid']",False,False,False,10,True,False,True,709.14,8.75,False,False,False,True,False,8,9,11,0,0,0,0,0,8
5189,"(3, 7, 15, 20)","MERO, AMI, PTH, INH","['Meropenem', 'Amikacin', 'Prothionamide', 'Isoniazid']","['meropenem', 'amikacin', 'prothionamide', 'isoniazid']",False,False,False,11,True,False,True,401.12,8.75,False,True,True,True,True,11,11,11,0,0,0,0,1,11
5190,"(3, 7, 15, 21)","MERO, AMI, PTH, INH HD","['Meropenem', 'Amikacin', 'Prothionamide', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'prothionamide', 'isoniazid_high_dose']",False,False,False,11,True,False,True,401.74,9.0,False,True,True,True,True,10,11,11,0,0,0,0,1,9
5191,"(3, 7, 15, 22)","MERO, AMI, PTH, PZA","['Meropenem', 'Amikacin', 'Prothionamide', 'Pyrazinamide']","['meropenem', 'amikacin', 'prothionamide', 'pyrazinamide']",False,False,False,9,True,False,True,402.51,8.75,False,False,False,True,False,7,10,12,0,0,0,0,1,11
5193,"(3, 7, 16, 17)","MERO, AMI, RIF, RIF HD","['Meropenem', 'Amikacin', 'Rifampicin', 'Rifampicin High Dose']","['meropenem', 'amikacin', 'rifampicin', 'rifampicin_high_dose']",True,False,False,12,False,False,True,434.94,6.75,False,False,True,True,False,9,10,16,0,0,0,1,2,9
5194,"(3, 7, 16, 18)","MERO, AMI, RIF, RBT","['Meropenem', 'Amikacin', 'Rifampicin', 'Rifabutin']","['meropenem', 'amikacin', 'rifampicin', 'rifabutin']",True,False,False,12,False,False,True,454.41,7.25,False,False,True,True,False,8,11,15,0,0,0,1,2,10
5195,"(3, 7, 16, 19)","MERO, AMI, RIF, DLM","['Meropenem', 'Amikacin', 'Rifampicin', 'Delamanid']","['meropenem', 'amikacin', 'rifampicin', 'delamanid']",True,False,False,11,True,False,True,705.44,6.75,False,False,True,True,False,8,10,14,0,0,0,0,1,9
5196,"(3, 7, 16, 20)","MERO, AMI, RIF, INH","['Meropenem', 'Amikacin', 'Rifampicin', 'Isoniazid']","['meropenem', 'amikacin', 'rifampicin', 'isoniazid']",True,True,True,12,True,False,True,397.42,6.75,False,True,True,True,True,11,12,14,0,0,0,0,2,12
5197,"(3, 7, 16, 21)","MERO, AMI, RIF, INH HD","['Meropenem', 'Amikacin', 'Rifampicin', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'rifampicin', 'isoniazid_high_dose']",True,True,True,12,True,False,True,398.04,7.0,False,True,True,True,True,10,12,14,0,0,0,0,2,10
5198,"(3, 7, 16, 22)","MERO, AMI, RIF, PZA","['Meropenem', 'Amikacin', 'Rifampicin', 'Pyrazinamide']","['meropenem', 'amikacin', 'rifampicin', 'pyrazinamide']",True,False,False,10,True,False,True,398.81,6.75,False,False,True,True,False,7,11,15,0,0,0,0,2,12
5200,"(3, 7, 17, 18)","MERO, AMI, RIF HD, RBT","['Meropenem', 'Amikacin', 'Rifampicin High Dose', 'Rifabutin']","['meropenem', 'amikacin', 'rifampicin_high_dose', 'rifabutin']",False,False,False,12,False,False,True,477.29,7.25,False,False,False,True,False,8,9,15,0,0,0,1,2,7
5201,"(3, 7, 17, 19)","MERO, AMI, RIF HD, DLM","['Meropenem', 'Amikacin', 'Rifampicin High Dose', 'Delamanid']","['meropenem', 'amikacin', 'rifampicin_high_dose', 'delamanid']",False,False,False,11,True,False,True,728.3199999999999,6.75,False,False,False,True,False,8,8,14,0,0,0,0,1,6
5202,"(3, 7, 17, 20)","MERO, AMI, RIF HD, INH","['Meropenem', 'Amikacin', 'Rifampicin High Dose', 'Isoniazid']","['meropenem', 'amikacin', 'rifampicin_high_dose', 'isoniazid']",False,False,False,12,True,False,True,420.3,6.75,False,True,True,True,True,11,10,14,0,0,0,0,2,9
5203,"(3, 7, 17, 21)","MERO, AMI, RIF HD, INH HD","['Meropenem', 'Amikacin', 'Rifampicin High Dose', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'rifampicin_high_dose', 'isoniazid_high_dose']",False,False,False,12,True,False,True,420.92,7.0,False,True,True,True,True,10,10,14,0,0,0,0,2,7
5204,"(3, 7, 17, 22)","MERO, AMI, RIF HD, PZA","['Meropenem', 'Amikacin', 'Rifampicin High Dose', 'Pyrazinamide']","['meropenem', 'amikacin', 'rifampicin_high_dose', 'pyrazinamide']",False,False,False,10,True,False,True,421.69,6.75,False,False,False,True,False,7,9,15,0,0,0,0,2,9
5206,"(3, 7, 18, 19)","MERO, AMI, RBT, DLM","['Meropenem', 'Amikacin', 'Rifabutin', 'Delamanid']","['meropenem', 'amikacin', 'rifabutin', 'delamanid']",False,False,False,11,True,False,True,747.79,7.25,False,False,False,True,False,7,9,13,0,0,0,0,1,7
5207,"(3, 7, 18, 20)","MERO, AMI, RBT, INH","['Meropenem', 'Amikacin', 'Rifabutin', 'Isoniazid']","['meropenem', 'amikacin', 'rifabutin', 'isoniazid']",False,True,False,12,True,False,True,439.77000000000004,7.25,False,True,True,True,True,10,11,13,0,0,0,0,2,10
5208,"(3, 7, 18, 21)","MERO, AMI, RBT, INH HD","['Meropenem', 'Amikacin', 'Rifabutin', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'rifabutin', 'isoniazid_high_dose']",False,True,False,12,True,False,True,440.39000000000004,7.5,False,True,True,True,True,9,11,13,0,0,0,0,2,8
5209,"(3, 7, 18, 22)","MERO, AMI, RBT, PZA","['Meropenem', 'Amikacin', 'Rifabutin', 'Pyrazinamide']","['meropenem', 'amikacin', 'rifabutin', 'pyrazinamide']",False,False,False,10,True,False,True,441.16,7.25,False,False,False,True,False,6,10,14,0,0,0,0,2,10
5211,"(3, 7, 19, 20)","MERO, AMI, DLM, INH","['Meropenem', 'Amikacin', 'Delamanid', 'Isoniazid']","['meropenem', 'amikacin', 'delamanid', 'isoniazid']",False,False,False,11,False,False,True,690.8000000000001,6.75,False,True,True,True,True,10,10,12,0,0,0,0,1,9
5212,"(3, 7, 19, 21)","MERO, AMI, DLM, INH HD","['Meropenem', 'Amikacin', 'Delamanid', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'delamanid', 'isoniazid_high_dose']",False,False,False,11,False,False,True,691.4200000000001,7.0,False,True,True,True,True,9,10,12,0,0,0,0,1,7
5213,"(3, 7, 19, 22)","MERO, AMI, DLM, PZA","['Meropenem', 'Amikacin', 'Delamanid', 'Pyrazinamide']","['meropenem', 'amikacin', 'delamanid', 'pyrazinamide']",False,False,False,9,True,False,True,692.19,6.75,False,False,False,True,False,6,9,13,1,0,0,0,1,9
5215,"(3, 7, 20, 21)","MERO, AMI, INH, INH HD","['Meropenem', 'Amikacin', 'Isoniazid', 'Isoniazid High Dose']","['meropenem', 'amikacin', 'isoniazid', 'isoniazid_high_dose']",False,True,False,12,False,False,True,383.40000000000003,7.0,False,True,True,True,True,12,12,12,0,0,0,1,2,10
5216,"(3, 7, 20, 22)","MERO, AMI, INH, PZA","['Meropenem', 'Amikacin', 'Isoniazid', 'Pyrazinamide']","['meropenem', 'amikacin', 'isoniazid', 'pyrazinamide']",False,True,False,10,True,False,True,384.17,6.75,False,True,True,True,True,9,11,13,0,0,0,0,2,12
5218,"(3, 7, 21, 22)","MERO, AMI, INH HD, PZA","['Meropenem', 'Amikacin', 'Isoniazid High Dose', 'Pyrazinamide']","['meropenem', 'amikacin', 'isoniazid_high_dose', 'pyrazinamide']",False,True,False,10,True,False,True,384.79,7.0,False,True,True,True,True,8,11,13,0,0,0,0,2,10
5221,"(3, 8, 9, 10)","MERO, CFZ, CS, TERI","['Meropenem', 'Clofazimine', 'Cycloserine', 'Terizidone']","['meropenem', 'clofazimine', 'cycloserine', 'terizidone']",False,False,False,10,False,False,True,620.81,9.75,False,False,False,True,False,6,11,10,0,0,0,0,0,7
5222,"(3, 8, 9, 11)","MERO, CFZ, CS, STREP","['Meropenem', 'Clofazimine', 'Cycloserine', 'Streptomycin']","['meropenem', 'clofazimine', 'cycloserine', 'streptomycin']",False,False,False,11,False,False,True,420.72999999999996,9.75,False,False,False,True,False,6,10,10,0,0,0,0,0,7
5223,"(3, 8, 9, 12)","MERO, CFZ, CS, EMB","['Meropenem', 'Clofazimine', 'Cycloserine', 'Ethambutol']","['meropenem', 'clofazimine', 'cycloserine', 'ethambutol']",False,False,False,10,False,False,True,403.4,7.75,False,False,False,True,False,6,11,9,0,0,0,0,1,9
5224,"(3, 8, 9, 13)","MERO, CFZ, CS, PAS","['Meropenem', 'Clofazimine', 'Cycloserine', 'Para-aminosalicylic acid']","['meropenem', 'clofazimine', 'cycloserine', 'para_aminosalicylic_acid']",False,False,False,10,False,False,True,523.21,9.75,False,False,False,True,False,7,10,11,0,0,0,0,0,7
5225,"(3, 8, 9, 14)","MERO, CFZ, CS, ETH","['Meropenem', 'Clofazimine', 'Cycloserine', 'Ethionamide']","['meropenem', 'clofazimine', 'cycloserine', 'ethionamide']",False,False,False,10,False,False,True,413.01,9.75,False,False,False,True,False,7,11,10,0,0,0,0,0,8
5226,"(3, 8, 9, 15)","MERO, CFZ, CS, PTH","['Meropenem', 'Clofazimine', 'Cycloserine', 'Prothionamide']","['meropenem', 'clofazimine', 'cycloserine', 'prothionamide']",False,False,False,10,False,False,True,420.15999999999997,9.75,False,False,False,True,False,7,11,10,0,0,0,0,0,8
5227,"(3, 8, 9, 16)","MERO, CFZ, CS, RIF","['Meropenem', 'Clofazimine', 'Cycloserine', 'Rifampicin']","['meropenem', 'clofazimine', 'cycloserine', 'rifampicin']",True,False,False,11,False,False,True,416.46,7.75,False,False,True,True,False,7,12,13,0,0,0,0,1,9
5228,"(3, 8, 9, 17)","MERO, CFZ, CS, RIF HD","['Meropenem', 'Clofazimine', 'Cycloserine', 'Rifampicin High Dose']","['meropenem', 'clofazimine', 'cycloserine', 'rifampicin_high_dose']",False,False,False,11,False,False,True,439.34,7.75,False,False,False,True,False,7,10,13,0,0,0,0,1,6
5229,"(3, 8, 9, 18)","MERO, CFZ, CS, RBT","['Meropenem', 'Clofazimine', 'Cycloserine', 'Rifabutin']","['meropenem', 'clofazimine', 'cycloserine', 'rifabutin']",False,False,False,11,False,False,True,458.81,8.25,False,False,False,True,False,6,11,12,0,0,0,0,1,7
5230,"(3, 8, 9, 19)","MERO, CFZ, CS, DLM","['Meropenem', 'Clofazimine', 'Cycloserine', 'Delamanid']","['meropenem', 'clofazimine', 'cycloserine', 'delamanid']",False,False,False,10,False,False,True,709.8399999999999,7.75,True,False,False,True,False,6,10,11,0,0,0,0,0,6
5231,"(3, 8, 9, 20)","MERO, CFZ, CS, INH","['Meropenem', 'Clofazimine', 'Cycloserine', 'Isoniazid']","['meropenem', 'clofazimine', 'cycloserine', 'isoniazid']",False,False,False,11,False,False,True,401.82,7.75,False,True,True,True,True,9,12,11,0,0,0,0,1,9
5232,"(3, 8, 9, 21)","MERO, CFZ, CS, INH HD","['Meropenem', 'Clofazimine', 'Cycloserine', 'Isoniazid High Dose']","['meropenem', 'clofazimine', 'cycloserine', 'isoniazid_high_dose']",False,False,False,11,False,False,True,402.44,8.0,False,True,True,True,True,8,12,11,0,0,0,0,1,7
5233,"(3, 8, 9, 22)","MERO, CFZ, CS, PZA","['Meropenem', 'Clofazimine', 'Cycloserine', 'Pyrazinamide']","['meropenem', 'clofazimine', 'cycloserine', 'pyrazinamide']",False,False,False,9,False,False,True,403.21,7.75,False,False,False,True,False,5,11,12,1,0,0,0,1,9
5235,"(3, 8, 10, 11)","MERO, CFZ, TERI, STREP","['Meropenem', 'Clofazimine', 'Terizidone', 'Streptomycin']","['meropenem', 'clofazimine', 'terizidone', 'streptomycin']",False,False,False,11,False,False,True,607.63,10.0,False,False,False,True,False,6,10,10,0,0,0,0,0,7
5236,"(3, 8, 10, 12)","MERO, CFZ, TERI, EMB","['Meropenem', 'Clofazimine', 'Terizidone', 'Ethambutol']","['meropenem', 'clofazimine', 'terizidone', 'ethambutol']",False,False,False,10,False,False,True,590.3000000000001,8.0,False,False,False,True,False,6,11,9,0,0,0,0,1,9
5237,"(3, 8, 10, 13)","MERO, CFZ, TERI, PAS","['Meropenem', 'Clofazimine', 'Terizidone', 'Para-aminosalicylic acid']","['meropenem', 'clofazimine', 'terizidone', 'para_aminosalicylic_acid']",False,False,False,10,False,False,True,710.11,10.0,False,False,False,True,False,7,10,11,0,0,0,0,0,7
5238,"(3, 8, 10, 14)","MERO, CFZ, TERI, ETH","['Meropenem', 'Clofazimine', 'Terizidone', 'Ethionamide']","['meropenem', 'clofazimine', 'terizidone', 'ethionamide']",False,False,False,10,False,False,True,599.91,10.0,False,False,False,True,False,7,11,10,0,0,0,0,0,8
5239,"(3, 8, 10, 15)","MERO, CFZ, TERI, PTH","['Meropenem', 'Clofazimine', 'Terizidone', 'Prothionamide']","['meropenem', 'clofazimine', 'terizidone', 'prothionamide']",False,False,False,10,False,False,True,607.0600000000001,10.0,False,False,False,True,False,7,11,10,0,0,0,0,0,8
5240,"(3, 8, 10, 16)","MERO, CFZ, TERI, RIF","['Meropenem', 'Clofazimine', 'Terizidone', 'Rifampicin']","['meropenem', 'clofazimine', 'terizidone', 'rifampicin']",True,False,False,11,False,False,True,603.36,8.0,False,False,True,True,False,7,12,13,0,0,0,0,1,9
5241,"(3, 8, 10, 17)","MERO, CFZ, TERI, RIF HD","['Meropenem', 'Clofazimine', 'Terizidone', 'Rifampicin High Dose']","['meropenem', 'clofazimine', 'terizidone', 'rifampicin_high_dose']",False,False,False,11,False,False,True,626.24,8.0,False,False,False,True,False,7,10,13,0,0,0,0,1,6
5242,"(3, 8, 10, 18)","MERO, CFZ, TERI, RBT","['Meropenem', 'Clofazimine', 'Terizidone', 'Rifabutin']","['meropenem', 'clofazimine', 'terizidone', 'rifabutin']",False,False,False,11,False,False,True,645.71,8.5,False,False,False,True,False,6,11,12,0,0,0,0,1,7
5243,"(3, 8, 10, 19)","MERO, CFZ, TERI, DLM","['Meropenem', 'Clofazimine', 'Terizidone', 'Delamanid']","['meropenem', 'clofazimine', 'terizidone', 'delamanid']",False,False,False,10,False,False,True,896.74,8.0,True,False,False,True,False,6,10,11,0,0,0,0,0,6
5244,"(3, 8, 10, 20)","MERO, CFZ, TERI, INH","['Meropenem', 'Clofazimine', 'Terizidone', 'Isoniazid']","['meropenem', 'clofazimine', 'terizidone', 'isoniazid']",False,False,False,11,False,False,True,588.72,8.0,False,True,True,True,True,9,12,11,0,0,0,0,1,9
5245,"(3, 8, 10, 21)","MERO, CFZ, TERI, INH HD","['Meropenem', 'Clofazimine', 'Terizidone', 'Isoniazid High Dose']","['meropenem', 'clofazimine', 'terizidone', 'isoniazid_high_dose']",False,False,False,11,False,False,True,589.34,8.25,False,True,True,True,True,8,12,11,0,0,0,0,1,7
5246,"(3, 8, 10, 22)","MERO, CFZ, TERI, PZA","['Meropenem', 'Clofazimine', 'Terizidone', 'Pyrazinamide']","['meropenem', 'clofazimine', 'terizidone', 'pyrazinamide']",False,False,False,9,False,False,True,590.11,8.0,False,False,False,True,False,5,11,12,1,0,0,0,1,9
5248,"(3, 8, 11, 12)","MERO, CFZ, STREP, EMB","['Meropenem', 'Clofazimine', 'Streptomycin', 'Ethambutol']","['meropenem', 'clofazimine', 'streptomycin', 'ethambutol']",False,False,False,11,False,False,True,390.21999999999997,8.0,False,False,False,True,False,6,10,9,0,0,0,0,1,9
5249,"(3, 8, 11, 13)","MERO, CFZ, STREP, PAS","['Meropenem', 'Clofazimine', 'Streptomycin', 'Para-aminosalicylic acid']","['meropenem', 'clofazimine', 'streptomycin', 'para_aminosalicylic_acid']",False,False,False,11,False,False,True,510.03,10.0,False,False,False,True,False,7,9,11,0,0,0,0,0,7
